sentence,sentiment,predicted_sentiment
"They have 104 points , 15 ahead of USA I s""  Herberich and breakman Garrett Hines who managed only 10th place on Saturday .",neutral,1
SKIING-CHINESE MAKE PROMISING FREESTYLE SKIING DEBUT .,neutral,1
"TIGNES , France 1996-12-07",neutral,2
China made a promising debut on the freestyle skiing world cup circuit in an aerials event in the French resort of Tignes on Saturday .,neutral,2
"While the Chinese failed to gain a place in the men s""                      women s""              seventh and Xu Nannan ninth .",neutral,0
"But overall , it was France and Canada who dominated the day .",neutral,2
Alexis Blanc and Sebastien Foucras gave France a one-two finish in the first aerials competition of the season .,neutral,1
"Blanc collected his seventh career World Cup win with a two jump combined score of 238.36 points , easily beating Foucras , the overall World Cup aerials champion , who was a distant second with 223.60 .",neutral,2
"Canada s""                than ninth in a World Cup event , made his first trip to the podium taking third place with a mark of 209.96 .",neutral,2
"Veronica Brenner of Canada , who picked up her first career victory at Tignes last year , made it two wins in a row at the French resort taking first in the women s""             ",neutral,2
"Swiss skiers occupied the other two places on the podium , Karin Kuster taking second with 160.55 narrowly ahead of Evelyne Leu with 160.36 .",neutral,2
BOBSLEIGH-WORLD CUP TWO-MAN RESULTS .,neutral,0
"IGLS , Austria 1996-12-07",neutral,1
Results of a World Cup two-man bobsleigh event on Saturday :,neutral,0
"1. United States III ( Brian Shimer , Randy Jones ) one",neutral,1
minute 45.91 seconds ( 52.90 / 53.01 ),neutral,1
"2. Italy I ( Guenther Huber , Antonio Tartaglia ) 1:45.93",neutral,1
( 52.74 / 53.19 ),neutral,1
"3. Canada I ( Pierre Lueders , Dave MacEachern ) 1:45.94",neutral,1
( 52.76 / 53.18 ),neutral,0
"4. German I ( Sepp Dostthaler , Thomas Lebsa ) 1:45.95",neutral,1
( 52.82 / 53.13 ),neutral,0
"5. Switzerland I ( Reto Goetschi , Guido Acklin ) 1:45.98",neutral,1
( 52.91 / 53.07 ),neutral,1
"6. Germany III ( Dirk Wiese , Jakobs Marco ) 1:46.02",neutral,0
( 52.89 / 53.13 ),neutral,1
"7. Czech Republic I ( Jiri Dzmura , Pavel Polomsky )",neutral,0
1:46.06 ( 53.01 / 53.05 ),neutral,2
"8. Austria I ( Hubert Schoesser , Erwin Arnold ) 1:46.13",neutral,2
( 52.92 / 53.21 ),neutral,1
"9. Britain I ( Sean Olsson , Dean Ward ) 1:46.26 ( 52.97/",neutral,1
53.29 ),neutral,2
10 equal .,neutral,2
"United States I ( Jim Herberich , Garrett",neutral,1
Hines ) 1:46.34 ( 53.14 / 53.20 ) and Austria III,neutral,2
"( Hannes Conti , Georg Kuttner ) 1:46.34 ( 53.30/",neutral,2
53.04).,neutral,0
CRICKET - WOOLMER MAKES SENTIMENTAL RETURN TO KANPUR .,neutral,2
"KANPUR , India 1996-12-07",neutral,0
"South Africa s""              against India has given former England test cricketer Bob Woolmer the chance of a sentimental return to his birthplace .",neutral,1
Woolmer was born in the northern city of Kanpur when his father worked there for an insurance compnay and was himself an active cricketer .,neutral,0
""" It s""         ",neutral,0
"A visit to India is always an intriguing experience , "" Woolmer , now the South African coach , said on Saturday .",neutral,1
"Woolmer , 48 , played 19 tests for England between 1975 and 1981 .",neutral,1
"His first cricketing sojurn to India was as a member of Tony Greig s""         ",neutral,0
"His father Clarence Woolmer represented United Province , now renamed Uttar Pradesh , in India s""    national championship and captained the state during 1949 .",neutral,2
"Now aged 86 , Woolmer senior lives with his son in Cape Town .",neutral,1
"Woolmer s""               ",neutral,2
""" I do t""                said . """,neutral,2
I came here on zero and left at three ( aged three ) when my father was transferred to Calcutta where I spent another four and half years .,neutral,1
""" But I do remember we had a cobra snake in the basement of our house .",neutral,1
"Also that my father bought a bicycle and when we rode over a hose pipe it broke into two . """,neutral,2
Woolmer said the hospital where he was born is close to the stadium where the India-South Africa test will be played .,neutral,0
FREESTYLE SKIING-WORLD CUP AERIALS RESULTS .,neutral,2
"TIGNES , France 1996-12-07",neutral,0
Results of the World Cup,neutral,1
freestyle skiing aerials competition on Saturday :,neutral,0
Men :,neutral,1
1. Alexis Blanc ( France ) 238.36 points,neutral,1
2. Sebastien Foucras ( France ) 223.60,neutral,2
3. Jeff Bean ( Canada ) 209.96,neutral,2
4. Eric Bergoust ( U.S ) 207.15,neutral,1
5. Christian Rijavec ( Austria ) 204.17,neutral,1
6. Alexandre Mikhailov ( Russia ) 202.59,neutral,1
7. Ales Valenta ( Czech Republic ) 194.02,neutral,1
8. Andy Capicik ( Canada ) 193.82,neutral,2
9. Trace Worthington ( U.S. ) 192.36,neutral,1
10. Dmitri Dashinski Belarus ) 190.70,neutral,1
Women :,neutral,1
1. Veronica Brenner ( Canada ) 170.42,neutral,2
2. Karin Kuster ( Switzerland ) 160.55,neutral,1
3. Evelyne Leu ( Switzerland ) 160.36,neutral,1
4. Caroline Olivier ( Canada ) 157.10,neutral,0
5. Jacqui Cooper ( Australia ) 156.52,neutral,1
6. Marie Lindgren ( Sweden ) 154.82,neutral,1
7. Dan Cuo ( China ) 154.61,neutral,2
8. Kristie Marshall ( Australia ) 154.60,neutral,1
9. Xu Nannan ( China ) 152.08,neutral,1
10. Hilde Synnove Lid ( Norway ) 148.20,neutral,1
SKI JUMPING-LEADING WORLD CUP RESULTS / STANDINGS .,neutral,0
"KUUSAMO , Finland 1996-12-07",neutral,1
Leading results in a,neutral,1
World Cup high hill ( 120-metre ) ski jumping event on Saturday :,neutral,2
1. Takanobu Okabe ( Japan ) 303.4 points ( first jump,neutral,2
145.4 / second jump 158 ),neutral,1
2. Kazuyoshi Funaki ( Japan ) 295.4 ( 151.5 / 143.9 ),neutral,1
3. Andreas Goldberger ( Austria ) 274.4 ( 144.4 / 130 ),neutral,1
4. Dieter Thoma ( Germany ) 267 ( 141.6 / 124.4 ),neutral,1
5. Ari-Pekka Nikkola ( Finland ) 256.4 ( 126 / 130.4 ),neutral,0
6. Reinhard Schwarzenberger ( Austria ) 252.6 ( 119.7 / 132.9 ),neutral,0
7. Noriaki Kasai ( Japan ) 242 ( 124.2 / 117.8 ),neutral,0
8. Hiroya Saitoh ( Japan ) 234.7 ( 124.6 / 110.1 ),neutral,2
9. Jani Soininen ( Finland ) 231.5 ( 115 / 116.5 ),neutral,0
10. Kristian Brenden ( Norway ) 228.1 ( 129.4 / 98.7 ),neutral,2
Leading World Cup standings ( after three events ) :,neutral,2
1. Thoma 210 points,neutral,0
2. Brenden 206,neutral,2
3. Goldberger 160,neutral,2
4. Okabe 146,neutral,1
5. Funaki 143,neutral,1
6. Saitoh 121,neutral,0
7. Espen Bredesen ( Norway ) 112,neutral,2
8. Nikkola 101,neutral,1
9. Soininen 85,neutral,1
10. Primoz Peterka ( Slovakia ) 76,neutral,2
BADMINTON - WORLD GRAND PRIX SEMIFINAL RESULTS .,neutral,2
"TEMBAU DENPASAR , Bali 1996-12-07",neutral,1
Results of,neutral,2
semifinals at the World Grand Prix finals on Saturday :,neutral,1
"Men s"" ",neutral,0
Fung Permadi ( Taiwan ) beat Indra Wijaya ( Indonesia ) 15-6 15-8,neutral,1
Sun Jun ( China ) beat Allan Budi Kusuma ( Indonesia ) 15-9 15-10,neutral,0
"Women s"" ",neutral,1
Susi Susanti ( Indonesia ) beat Camilla Martin ( Denmark ) 11-1,neutral,0
11-3,neutral,0
Ye Zhaoying ( China ) beat Gong Zhichao ( China ) 11-8 11-3,neutral,0
SPEED SKATING-RESULTS OF WORLD CUP SPEED SKATING RACES .,neutral,1
"CHONJU , South Korea 1996-12-07",neutral,0
Results on the first day of the World Cup speed skating races here on Saturday .,neutral,0
"Men s""             ",neutral,0
Horii Manabu ( Japan ) 37.23 seconds ; 2 .,neutral,2
Jaegal Sung-Yeol ( South Korea ) 37.46 ; 3 .,neutral,1
Grunde Njos ( Norway ) 37.49 ; 4 .,neutral,1
Shimizu Hiroyasu ( Japan ) 37.68 ; 5 .,neutral,2
Sergey Klevchenya ( Russia ) 37.86 ; 6 .,neutral,1
Yamakage Hiroaki ( Japan ) 37.93 ; 7 .,neutral,2
Casey Fitzrandolph ( US ) 37.97 ; 8 .,neutral,1
Sylvain Bouchard ( Canada ) 38.00 ; 9 .,neutral,0
Kim Yoon-man ( South Korea ) 38.05 ; 10 .,neutral,2
Inoue Junichi ( Japan ) 38.08 .,neutral,1
"Women s""             ",neutral,1
Xuc Rulhong ( China ) 40.78 ; 2 .,neutral,1
Svetlana Jhurova ( Russia ) 41.08 ; 3 .,neutral,0
Franziska Schenk ( Germany ) 41.13 ; 4 .,neutral,2
Okazaki Tomomi ( Japan ) 41.19 ; 5 .,neutral,0
Shimazaki Kyoko ( Japan ) 41.45 ; 6 .,neutral,1
Marianne Timmer ( Netherlands ) 41.58 ; 7 .,neutral,0
Jin Hua ( China ) 41.59 ; 8 .,neutral,1
Alena Koroleva ( Russia ) 41.64 ; 9 .,neutral,0
Chris Witty ( US ) 41.75 ; 10 .,neutral,0
Anke Baler ( Germany ) 41.76 .,neutral,1
"Men s""         ",neutral,0
1. Sylvain Bouchard ( Canada ) 1 minute 16.24 seconds,neutral,0
2. Sergey Klevchenya ( Russia ) 1:16.31,neutral,1
3. Jan Bos ( Netherlands ) 1:16.38,neutral,1
4. Grunde Njos ( Norway ) 1:16.44,neutral,1
5. Lee Kyou-hyuk ( South Korea ) 1:16.47,neutral,1
6. Inoue Junichi ( Japan ) 1:16.61,neutral,0
7. Gerard Van Velde ( Netherlands ) 1:16.63,neutral,1
8. Kim Yoon-man ( South Korea ) 1:16.75,neutral,1
9. Jeremy Wotherspoon ( Canada ) 1:16.75,neutral,1
10. Miyabe Yasunori ( Japan ) 1:16.86,neutral,1
"Women s""         ",neutral,2
1. Franziska Schenk ( Germany ) 1:23.17,neutral,0
2. Kusunose Shiho ( Japan ) 1:24.77,neutral,1
3. Marianne Timmer ( Netherlands ) 1:24.86,neutral,0
4. Anka Baier ( Germany ) 1:25.16,neutral,0
5. Becky Sundstrom ( U.S. ) 1:25.39,neutral,0
6. Shimazaki Kyoko ( Japan ) 1:25.51,neutral,0
7. Oksana Ravllova ( Russia ) 1:25.55,neutral,1
8. Sammiya Eriko ( Japan ) 1:25.79,neutral,2
9. Chris Witty ( U.S. ) 1:25.85,neutral,0
10. Xue Rulhong ( China ) 1:25.89,neutral,0
ALPINE SKIING-OFFICIALS HOPE TO SALVAGE WORLD CUP WEEKEND .,neutral,1
"WHISTLER , British Columbia 1996-12-06",neutral,0
"World Cup ski officials hope to be able to get in at least one men s""          in an effort to salvage the weekend racing programme .",neutral,1
"For the third consecutive day , Friday s""  training runs were cancelled due to heavy wet snow and fog on Whistler Mountain , leaving the scheduled World Cup events in jeopardy .",neutral,1
Rules call for at least one training run to be completed before a World Cup downhill race can be staged .,neutral,2
"Organisers hope to get that run in on Saturday morning , conditions permitting , and stage the race later in the day or on Sunday .",neutral,2
""" There was no possibility today to make a training run , "" said Bernd Zobel , the Canadian men national coach , citing too much new snow and poor visibility .",neutral,0
"If organisers are forced to run the downhill on Sunday , the super-giant slalom originally scheduled for Sunday would likely be abandoned .",neutral,2
SOCCER - LEADING SCOTTISH PREMIER DIVISION SCORERS .,neutral,1
GLASGOW 1996-12-07,neutral,2
Leading goalscorers in the,neutral,0
"Scottish premier division after Saturday s""   ",neutral,1
"10 - Billy Dodds ( Aberdeen ) , Pierre Van Hooydonk ( Celtic )",neutral,0
9 - Paul Gascoigne ( Rangers ),neutral,2
"7 - Paul Wright ( Kilmarnock ) , Ally McCoist ( Rangers )",neutral,2
"6 - Andreas Thom ( Celtic ) , Dean Windass ( Aberdeen ) ,",neutral,2
"Brian Laudrup ( Rangers ) , Darren Jackson",neutral,0
( Hibernian ),neutral,0
"5 - Peter van Vossen ( Rangers ) , Gerry Britton",neutral,0
"( Dunfermline ) , Colin Cameron ( Hearts ) , Robert",neutral,1
"Winters ( Dundee United ) , Paolo Di Canio ( Celtic ) .",neutral,0
SOCCER - LEADING ENGLISH GOALSCORERS .,neutral,0
LONDON 1996-12-07,neutral,1
Leading goalscorers in the English,neutral,1
"premier league after Saturday s""   ",neutral,1
13 - Ian Wright ( Arsenal ),neutral,1
"9 - Fabrizio Ravanelli ( Middlesbrough ) , Alan Shearer",neutral,2
( Newcastle ),neutral,0
"8 - Matthew Le Tissier ( Southampton ) , Dwight Yorke ( Aston",neutral,2
"Villa ) , Les Ferdinand ( Newcastle ) , Efan Ekoku ( Wimbledon ) ,",neutral,0
Gianluca Vialli ( Chelsea ),neutral,1
"7 - Robbie Earle ( Wimbledon ) , Les Ferdinand ( Newcastle )",neutral,0
"6 - Marcus Gayle ( Wimbledon ) , Gary Speed ( Everton ) , Chris",neutral,0
Sutton ( Blackburn ),neutral,1
"5 - Robbie Fowler ( Liverpool ) , Steve McManaman ( Liverpool )",neutral,2
4 - Peter Beardsley ( Newcastle ) .,neutral,2
SOCCER - NORTHERN IRELAND PREMIER DIVISION RESULTS / STANDINGS .,neutral,1
LONDON 1996-12-07,neutral,0
Results of Northern Ireland premier,neutral,0
division matches on Saturday :,neutral,1
Ards 0 Crusaders 0,neutral,1
Cliftonville 1 Portadown 1,neutral,1
Glenavon 2 Linfield 1,neutral,0
Glentoran 1 Coleraine 0,neutral,1
"Standings ( tabulated - played , won , drawn , lost , goals for ,",neutral,0
"goals against , points ) :",neutral,0
Coleraine 10 7 1 2 18 11 22,neutral,1
Linfield 10 4 3 3 13 10 15,neutral,1
Crusaders 10 3 4 3 11 9 13,neutral,1
Glenavon 10 3 4 3 15 14 13,neutral,1
Glentoran 10 3 3 4 18 18 12,neutral,1
Portadown 9 3 3 3 11 12 12,neutral,1
Ards 10 3 2 5 12 17 11,neutral,1
Cliftonville 9 1 4 4 5 12 7,neutral,1
RUGBY UNION - BRITISH RESULTS .,neutral,2
LONDON 1996-12-07,neutral,1
Results of British rugby union,neutral,2
matches on Saturday :,neutral,0
Pilkington Cup fourth round,neutral,2
Reading 50 Widnes 3,neutral,0
English division one,neutral,2
Bath 35 Harlequins 20,neutral,0
Gloucester 29 London Irish 19,neutral,1
Orrell 22 West Hartlepool 15,neutral,2
Wasps 15 Bristol 13,neutral,2
Welsh division one,neutral,2
Caerphilly 20 Cardiff 34,neutral,1
Llanelli 97 Newbridge 10,neutral,2
Newport 45 Dunvant 22,neutral,1
Pontypridd 53 Bridgend 9,neutral,2
Swansea 49 Neath 10,neutral,2
Treorchy 13 Ebbw Vale 17,neutral,1
Scottish division one,neutral,2
Boroughmuir 31 Watsonians 35,neutral,2
SOCCER - SCOTTISH PREMIER DIVISION SUMMARIES .,neutral,1
GLASGOW 1996-12-07,neutral,2
Summaries of Scottish premier division matches played on Saturday :,neutral,2
"Dunfermline 2 ( Millar 43 , 46 penalty ) Aberdeen 3 ( Miller 10 , Rowson 55 , Windass 78 ) .",neutral,2
Halftime 1-1 .,neutral,1
"Attendance : 5,465",neutral,0
Hearts 0 Raith 0 .,neutral,1
"10,719",neutral,1
"Kilmarnock 0 Dundee United 2 ( Olafsson 22 , 51 ) .",neutral,2
0-1 .,neutral,0
"5,812",neutral,0
"Motherwell 2 ( Davies 39 , Ross 89 ) Celtic 1 ( Hay 83 ) .",neutral,0
1-0 .,neutral,2
"11,589",neutral,2
"Rangers 4 ( Ferguson 34 , McCoist 71 74 , Laudrup 83 ) Hibernian 3 ( Wright 21 , Jackson 41 , McGinlay 86 ) .",neutral,2
1-2 .,neutral,1
"48,053 .",neutral,1
RUGBY UNION - RETIRING CAMPESE WEIGHS UP OPTIONS .,neutral,2
LONDON 1996-12-07,neutral,1
David Campese will consider offers to play club rugby in England but looks more likely to spend the next year chasing business opportunities in Australia .,neutral,1
"The 34-year-old winger played his final game in a Wallaby jersey on Saturday but is currently a target for clubs eager to match London side Saracens who have already snapped up Francois Pienaar , Michael Lynagh and Philippe Sella .",neutral,2
""" If the opportunity is there I d""    about it but the thing that holds me back is business , "" said Campese .",neutral,1
""" I d""                    things happening at home .",neutral,2
"I ve""                  Wales in the Super 12 next year . """,neutral,1
Former Wallaby captain Nick Farr-Jones believes Campese may yet be tempted to England .,neutral,2
""" I m""                  d""                  s""           ",neutral,1
SOCCER - ENGLISH PREMIER LEAGUE SUMMARIES .,neutral,0
LONDON 1996-12-07,neutral,2
Summaries of English premier,neutral,1
lealgue matches on Saturday :,neutral,1
"Arsenal 2 ( Adams 45 , Vieira 90 ) Derby 2 ( Sturridge 62 , Powell",neutral,2
71 ) .,neutral,1
Halftime 1-0 .,neutral,0
"Attendance : 38,018",neutral,1
"Chelsea 2 ( Zola 12 , Vialli 55 ) Everton 2 ( Branch 17 ,",neutral,1
Kanchelskis 28 ) .,neutral,1
1-2 .,neutral,1
"28,418",neutral,0
"Coventry 1 ( Whelan 60 ) Tottenham 2 ( Sheringham 27 , Sinton 75 ) .",neutral,1
0-1 .,neutral,1
"19,675",neutral,1
Leicester 1 ( Marshall 78 ) Blackburn 1 ( Sutton 34 ) .,neutral,1
0-1 .,neutral,1
"19,306",neutral,2
Liverpool 0 Sheffield Wednesday 1 ( Whittingham 22 ) .,neutral,1
0-1 .,neutral,0
"39,507",neutral,0
Middlesbrough 0 Leeds 0 .,neutral,1
"30,018",neutral,0
Southampton 0 Aston Villa 1 ( Townsend 34 ) .,neutral,1
0-1 .,neutral,0
"15,232",neutral,0
"Sunderland 1 ( Melville 83 ) Wimbledon 3 ( Ekoku 8 , 29 , Holdsworth",neutral,0
89 ) .,neutral,1
0-2 .,neutral,2
"19,672 .",neutral,1
SOCCER - SCOTTISH LEAGUE STANDINGS .,neutral,1
GLASGOW 1996-12-07,neutral,0
Scottish league standings after,neutral,0
"Saturday s""                drawn , lost , goals",neutral,0
"for , goals against , points ) :",neutral,2
Premier division,neutral,2
Rangers 14 11 2 1 35 12 35,neutral,2
Celtic 14 8 3 3 32 15 27,neutral,0
Aberdeen 15 7 4 4 28 19 25,neutral,1
Hearts 15 5 6 4 18 19 21,neutral,1
Hibernian 15 5 3 7 16 25 18,neutral,2
Dundee United 15 4 5 6 17 17 17,neutral,0
Motherwell 15 4 5 6 17 23 17,neutral,0
Dunfermline 14 4 5 5 19 27 17,neutral,0
Raith 15 3 3 9 14 27 12,neutral,2
Kilmarnock 14 3 2 9 17 29 11,neutral,0
Division One,neutral,1
St Johnstone 17 12 2 3 36 8 38,neutral,0
Falkirk 17 9 2 6 18 15 29,neutral,0
Airdrieonians 16 6 8 2 26 16 26,neutral,1
Dundee 16 7 5 4 12 8 26,neutral,2
Partick 16 6 6 4 23 16 24,neutral,1
St Mirren 16 7 2 7 22 21 23,neutral,1
Greenock Morton 16 6 4 6 17 16 22,neutral,1
Clydebank 16 4 2 10 11 25 14,neutral,1
Stirling 16 3 3 10 18 33 12,neutral,0
East Fife 14 1 4 9 10 35 7,neutral,0
Division Two,neutral,0
Ayr 16 11 2 3 30 18 35,neutral,1
Livingston 16 10 4 2 27 13 34,neutral,0
Hamilton 15 9 4 2 31 11 31,neutral,1
Clyde 15 6 4 5 21 20 22,neutral,1
Queen of South 16 6 4 6 24 27 22,neutral,0
Stenhousemuir 15 4 5 6 18 12 17,neutral,2
Stranraer 15 5 2 8 13 21 17,neutral,0
Dumbarton 16 4 4 8 18 29 16,neutral,0
Brechin 16 3 6 7 14 20 15,neutral,1
Berwick 16 1 3 12 16 41 6,neutral,1
Division Three,neutral,1
Montrose 17 9 3 5 30 25 30,neutral,1
Inverness Thistle 16 8 5 3 28 20 29,neutral,0
Ross County 17 8 3 6 27 23 27,neutral,1
Alloa 16 7 4 5 24 21 25,neutral,1
Cowdenbeath 15 7 3 5 22 16 24,neutral,0
Albion 16 6 6 4 21 17 24,neutral,2
Forfar 15 6 4 5 26 24 22,neutral,0
"Queen s""               ",neutral,0
Arbroath 16 2 6 8 12 23 12,neutral,1
East Stirling 16 2 5 9 14 25 11,neutral,1
SOCCER - ENGLISH LEAGUE STANDINGS .,neutral,0
LONDON 1996-12-07,neutral,1
Standings in English league soccer,neutral,2
"after Saturday s""              , drawn , lost ,",neutral,0
"goals for , goals against , points ) :",neutral,1
Premier league,neutral,2
Arsenal 17 10 5 2 34 16 35,neutral,0
Wimbledon 16 9 4 3 29 17 31,neutral,1
Liverpool 16 9 4 3 26 14 31,neutral,1
Aston Villa 17 9 3 5 22 15 30,neutral,2
Newcastle 15 9 2 4 26 17 29,neutral,0
Manchester United 15 7 5 3 29 22 26,neutral,1
Chelsea 16 6 7 3 25 23 25,neutral,2
Everton 16 6 6 4 25 20 24,neutral,1
Sheffield Wednesday 16 6 6 4 17 18 24,neutral,1
Tottenham 16 7 2 7 17 17 23,neutral,0
Derby 16 5 7 4 19 19 22,neutral,2
Leicester 17 6 3 8 17 22 21,neutral,2
Leeds 16 6 2 8 15 20 20,neutral,2
Sunderland 16 4 5 7 14 21 17,neutral,1
West Ham 16 4 5 7 13 20 17,neutral,2
Middlesbrough 17 3 6 8 20 28 15,neutral,0
Blackburn 16 2 7 7 16 21 13,neutral,2
Southampton 17 3 4 10 24 32 13,neutral,1
Coventry 16 1 7 8 10 23 10,neutral,0
Nottingham Forest 15 1 6 8 12 25 9,neutral,2
Division One,neutral,2
Bolton 21 11 8 2 43 28 41,neutral,2
Sheffield United 21 11 6 4 38 20 39,neutral,1
Barnsley 21 10 8 3 38 26 38,neutral,0
Crystal Palace 21 9 8 4 46 22 35,neutral,1
Wolverhampton 21 9 6 6 29 21 33,neutral,0
Tranmere 22 9 5 8 31 26 32,neutral,1
Norwich 20 9 5 6 27 21 32,neutral,0
Birmingham 22 8 8 6 23 21 32,neutral,1
Oxford 22 8 6 8 27 21 30,neutral,1
Stoke 20 8 6 6 27 30 30,neutral,1
Swindon 22 9 2 11 32 28 29,neutral,2
Charlton 21 9 2 10 23 29 29,neutral,1
Huddersfield 22 7 7 8 25 28 28,neutral,2
Queens Park Rangers 22 7 7 8 25 28 28,neutral,0
Port Vale 22 6 10 6 19 22 28,neutral,2
Ipswich 22 6 8 8 27 32 26,neutral,0
Manchester City 22 8 2 12 26 35 26,neutral,0
Portsmouth 22 7 5 10 25 29 26,neutral,1
Reading 22 7 5 10 25 33 26,neutral,2
West Bromwich 20 5 9 6 26 31 24,neutral,2
Southend 22 5 9 8 23 36 24,neutral,0
Grimsby 22 5 6 11 24 41 21,neutral,1
Bradford 22 5 6 11 21 37 21,neutral,1
Oldham 22 4 8 10 23 28 20,neutral,2
Division Two,neutral,0
Brentford 22 11 7 4 35 23 40,neutral,1
Millwall 22 11 7 4 32 22 40,neutral,0
Bury 21 11 6 4 33 20 39,neutral,0
Luton 21 11 4 6 34 25 37,neutral,0
Burnley 22 11 4 7 30 22 37,neutral,1
Chesterfield 21 11 4 6 22 16 37,neutral,1
Stockport 22 10 6 6 29 25 36,neutral,1
Watford 21 9 9 3 24 18 36,neutral,1
Wrexham 20 9 8 3 27 22 35,neutral,1
Crewe 21 11 1 9 29 21 34,neutral,1
Bristol City 21 9 6 6 36 23 33,neutral,1
Bristol Rovers 22 7 7 8 22 23 28,neutral,1
Shrewsbury 22 7 6 9 26 33 27,neutral,1
York 21 7 5 9 23 29 26,neutral,1
Blackpool 22 5 10 7 22 24 25,neutral,2
Walsall 21 7 4 10 21 25 25,neutral,0
Gillingham 22 7 4 11 21 27 25,neutral,0
Preston 22 7 4 11 21 27 25,neutral,2
Bournemouth 22 7 4 11 20 27 25,neutral,0
Plymouth 22 5 8 9 24 31 23,neutral,2
Peterborough 22 4 8 10 32 41 20,neutral,0
Notts County 21 5 5 11 15 23 20,neutral,2
Wycombe 22 4 5 13 17 33 17,neutral,2
Rotherham 21 3 6 12 18 33 15,neutral,1
Division Three,neutral,2
Fulham 22 15 3 4 36 16 48,neutral,0
Cambridge 22 13 3 6 33 27 42,neutral,2
Wigan 21 12 4 5 39 24 40,neutral,1
Carlisle 22 11 7 4 32 20 40,neutral,0
Cardiff 21 10 4 7 25 22 34,neutral,1
Swansea 22 9 5 8 25 25 32,neutral,2
Barnet 22 8 8 6 23 17 32,neutral,1
Colchester 22 7 10 5 32 26 31,neutral,2
Scunthorpe 22 9 4 9 28 30 31,neutral,0
Northampton 22 8 6 8 31 26 30,neutral,0
Scarborough 21 7 9 5 30 27 30,neutral,2
Lincoln 22 8 6 8 28 33 30,neutral,1
Chester 21 8 6 7 23 23 30,neutral,0
Hull 22 6 11 5 20 22 29,neutral,0
Torquay 22 8 4 10 22 24 28,neutral,1
Rochdale 21 6 8 7 27 26 26,neutral,1
Exeter 22 7 5 10 21 28 26,neutral,2
Doncaster 22 7 3 12 24 33 24,neutral,2
Mansfield 21 5 9 7 21 22 24,neutral,1
Leyton Orient 21 6 6 9 16 19 24,neutral,1
Hereford 22 6 5 11 23 31 23,neutral,1
Darlington 22 6 4 12 30 39 22,neutral,2
Hartlepool 21 6 4 11 23 28 22,neutral,1
Brighton 22 3 4 15 18 42 13,neutral,0
SOCCER - VIEIRA SAVES ARSENAL WITH LAST-MINUTE EQUALISER .,neutral,2
LONDON 1996-12-07,neutral,0
Frenchman Patrick Vieira blasted a last-minute goal to salvage a 2-2 draw for English premier league leaders Arsenal at home to Derby on Saturday .,neutral,1
"The London club had been rocked by a two-goal burst from forwards Dean Sturridge and Darryl Powell in the 62nd and 71st minutes which overturned Arsenal s""  lead from a diving header by captain Tony Adams on the stroke of halftime .",neutral,2
"Liverpool suffered an upset first home league defeat of the season , beaten 1-0 by a Guy Whittingham goal for Sheffield Wednesday .",neutral,2
Wimbledon leap-frogged over Liverpool into second place by winning 3-1 at Sunderland to extend their unbeaten league and cup run to 18 games .,neutral,2
"Two strikes by Efan Ekoku in the first half and a late goal from fellow forward Dean Holdsworth secured victory for Wimbledon , who trail pacemakers Arsenal by four points .",neutral,1
SOCCER - SCOTTISH LEAGUE AND CUP RESULTS .,neutral,1
GLASGOW 1996-12-07,neutral,2
Results of Scottish league and cup,neutral,1
matches played on Saturday :,neutral,2
Premier division,neutral,1
Dunfermline 2 Aberdeen 3,neutral,0
Hearts 0 Raith 0,neutral,1
Kilmarnock 0 Dundee United 2,neutral,0
Motherwell 2 Celtic 1,neutral,1
Rangers 4 Hibernian 3,neutral,1
Division one,neutral,1
Dundee 2 Falkirk 0,neutral,0
Greenock Morton 0 St Johnstone 2,neutral,1
"Postponed : Airdrieonians v Clydebank ( to Wednesday ) , East",neutral,0
"Fife v Partick , Stirling v St Mirren ( to Tuesday )",neutral,1
Division two,neutral,1
Livingston 2 Stenhousemuir 1,neutral,1
Stranraer 0 Brechin 1,neutral,1
Division three,neutral,1
Ross County 4 Montrose 4,neutral,0
"Postponed : Forfar v Alloa , Inverness Thistle v Queen s"" ",neutral,1
Scottish Cup first round,neutral,0
Alloa 3 Hawick 1,neutral,1
Elgin City 0 Whitehill 3,neutral,0
"Postponed : Albion v Forfar , Huntly v Clyde ( both now play on",neutral,1
December 14 ),neutral,1
SOCCER - ENGLISH LEAGUE AND CUP RESULTS .,neutral,1
LONDON 1996-12-07,neutral,0
Results of English league and cup,neutral,0
matches on Saturday :,neutral,0
Premier league,neutral,2
Arsenal 2 Derby 2,neutral,0
Chelsea 2 Everton 2,neutral,2
Coventry 1 Tottenham 2,neutral,0
Leicester 1 Blackburn 1,neutral,1
Liverpool 0 Sheffield Wednesday 1,neutral,0
Middlesbrough 0 Leeds 0,neutral,2
Southampton 0 Aston Villa 1,neutral,1
Sunderland 1 Wimbledon 3,neutral,1
Division one,neutral,0
Barnsley 3 Southend 0,neutral,1
Birmingham 0 Grimsby 0,neutral,2
Charlton 2 Swindon 0,neutral,1
Crystal Palace 2 Oxford 2,neutral,2
Huddersfield 2 Norwich 0,neutral,0
Ipswich 0 Wolverhampton 0,neutral,0
Manchester City 3 Bradford 2,neutral,1
Oldham 0 Queens Park Rangers 2,neutral,0
Reading 0 Port Vale 1,neutral,1
Sheffield United 1 Portsmouth 0,neutral,1
Stoke 2 Tranmere 0,neutral,0
